"","nlocs","scheme","ratio","change"
"128",160,"random",1.13333333333333,"-70%"
"129",170,"grid",1.24183006535948,"-70%"
"130",170,"random",0.952380952380952,"-70%"
"131",180,"grid",0.848484848484848,"-70%"
"132",180,"random",1.06918238993711,"-70%"
"133",190,"grid",1.4,"-70%"
"134",190,"random",0.903954802259887,"-70%"
"135",200,"grid",1.12994350282486,"-70%"
"136",200,"random",0.892018779342723,"-70%"
"137",210,"grid",1.07344632768362,"-70%"
"138",210,"random",0.747126436781609,"-70%"
"139",220,"grid",0.945273631840796,"-70%"
"140",220,"random",1.54320987654321,"-70%"
"141",230,"grid",1.02941176470588,"-70%"
"142",230,"random",0.729166666666667,"-70%"
"143",240,"grid",1.24378109452736,"-70%"
"144",240,"random",1.2037037037037,"-70%"
"145",250,"grid",1.06837606837607,"-70%"
"146",250,"random",0.967741935483871,"-70%"
"147",260,"grid",1.02564102564103,"-70%"
"148",260,"random",0.975609756097561,"-70%"
"149",270,"grid",0.873015873015873,"-70%"
"150",270,"random",0.883534136546185,"-70%"
"151",280,"grid",0.980392156862745,"-70%"
"152",280,"random",1.23456790123457,"-70%"
"153",290,"grid",0.891472868217054,"-70%"
"154",290,"random",1.05691056910569,"-70%"
"155",300,"grid",1.04868913857678,"-70%"
"156",300,"random",0.857142857142857,"-70%"
"157",50,"grid",1.07142857142857,"-60%"
"158",50,"random",1.34615384615385,"-60%"
"159",60,"grid",0.875,"-60%"
"160",60,"random",0.526315789473684,"-60%"
"161",70,"grid",0.625,"-60%"
"162",70,"random",0.909090909090909,"-60%"
"163",80,"grid",1.08695652173913,"-60%"
"164",80,"random",1.20967741935484,"-60%"
"165",90,"grid",1.2,"-60%"
"166",90,"random",1.15384615384615,"-60%"
"167",100,"grid",0.75,"-60%"
"168",100,"random",0.978260869565217,"-60%"
"169",110,"grid",1.08333333333333,"-60%"
"170",110,"random",0.789473684210526,"-60%"
"171",120,"grid",1.02941176470588,"-60%"
"172",120,"random",0.555555555555555,"-60%"
"173",130,"grid",0.909090909090909,"-60%"
"174",130,"random",1.35714285714286,"-60%"
"175",140,"grid",0.795454545454545,"-60%"
"176",140,"random",0.930232558139535,"-60%"
"177",150,"grid",1,"-60%"
"178",150,"random",0.789473684210526,"-60%"
"179",160,"grid",1.19318181818182,"-60%"
"180",160,"random",1.15,"-60%"
"181",170,"grid",1.07843137254902,"-60%"
"182",170,"random",0.892857142857143,"-60%"
"183",180,"grid",1.09090909090909,"-60%"
"184",180,"random",0.89622641509434,"-60%"
"185",190,"grid",1.3,"-60%"
"186",190,"random",0.805084745762712,"-60%"
"187",200,"grid",1.1864406779661,"-60%"
"188",200,"random",0.915492957746479,"-60%"
"189",210,"grid",0.932203389830508,"-60%"
"190",210,"random",0.905172413793103,"-60%"
"191",220,"grid",1.00746268656716,"-60%"
"192",220,"random",1.43518518518518,"-60%"
"193",230,"grid",0.992647058823529,"-60%"
"194",230,"random",0.703125,"-60%"
"195",240,"grid",1.30597014925373,"-60%"
"196",240,"random",1.04166666666667,"-60%"
"197",250,"grid",0.929487179487179,"-60%"
"198",250,"random",0.887096774193548,"-60%"
"199",260,"grid",1.02564102564103,"-60%"
"200",260,"random",1.06707317073171,"-60%"
"201",270,"grid",0.982142857142857,"-60%"
"202",270,"random",0.933734939759036,"-60%"
"203",280,"grid",1.11764705882353,"-60%"
"204",280,"random",1.2037037037037,"-60%"
"205",290,"grid",0.959302325581395,"-60%"
"206",290,"random",1.09756097560976,"-60%"
"207",300,"grid",1.09550561797753,"-60%"
"208",300,"random",0.928571428571429,"-60%"
"209",50,"grid",1.14285714285714,"-50%"
"210",50,"random",1.23076923076923,"-50%"
"211",60,"grid",0.9,"-50%"
"212",60,"random",0.736842105263158,"-50%"
"213",70,"grid",0.916666666666667,"-50%"
"214",70,"random",0.909090909090909,"-50%"
"215",80,"grid",1.1304347826087,"-50%"
"216",80,"random",1.16129032258065,"-50%"
"217",90,"grid",1.28,"-50%"
"218",90,"random",0.923076923076923,"-50%"
"219",100,"grid",0.666666666666667,"-50%"
"220",100,"random",0.869565217391304,"-50%"
"221",110,"grid",1.13333333333333,"-50%"
"222",110,"random",0.947368421052632,"-50%"
"223",120,"grid",0.941176470588235,"-50%"
"224",120,"random",0.740740740740741,"-50%"
"225",130,"grid",0.954545454545455,"-50%"
"226",130,"random",1.25714285714286,"-50%"
"227",140,"grid",0.954545454545455,"-50%"
"228",140,"random",0.930232558139535,"-50%"
"229",150,"grid",1.1,"-50%"
"230",150,"random",0.684210526315789,"-50%"
"231",160,"grid",1.13636363636364,"-50%"
"232",160,"random",1.16,"-50%"
"233",170,"grid",1.01960784313725,"-50%"
"234",170,"random",0.904761904761905,"-50%"
"235",180,"grid",1.09090909090909,"-50%"
"236",180,"random",1.0188679245283,"-50%"
"237",190,"grid",1.24,"-50%"
"238",190,"random",0.949152542372881,"-50%"
"239",200,"grid",1.08474576271186,"-50%"
"240",200,"random",1.04225352112676,"-50%"
"241",210,"grid",1.01694915254237,"-50%"
"242",210,"random",0.758620689655172,"-50%"
"243",220,"grid",1.04477611940298,"-50%"
"244",220,"random",1.22222222222222,"-50%"
"245",230,"grid",1.05882352941176,"-50%"
"246",230,"random",0.71875,"-50%"
"247",240,"grid",1.13432835820896,"-50%"
"248",240,"random",1.05555555555556,"-50%"
"249",250,"grid",0.974358974358974,"-50%"
"250",250,"random",0.903225806451613,"-50%"
"251",260,"grid",1,"-50%"
"252",260,"random",1.09756097560976,"-50%"
"253",270,"grid",0.952380952380952,"-50%"
"254",270,"random",0.939759036144578,"-50%"
"255",280,"grid",1.05882352941176,"-50%"
"256",280,"random",1.20987654320988,"-50%"
"257",290,"grid",0.906976744186047,"-50%"
"258",290,"random",1.04878048780488,"-50%"
"259",300,"grid",1.0561797752809,"-50%"
"260",300,"random",0.933333333333333,"-50%"
"261",50,"grid",1.07142857142857,"-40%"
"262",50,"random",1.28205128205128,"-40%"
"263",60,"grid",1.16666666666667,"-40%"
"264",60,"random",0.87719298245614,"-40%"
"265",70,"grid",0.902777777777778,"-40%"
"266",70,"random",0.833333333333333,"-40%"
"267",80,"grid",1.30434782608696,"-40%"
"268",80,"random",1.29032258064516,"-40%"
"269",90,"grid",1.26666666666667,"-40%"
"270",90,"random",0.833333333333333,"-40%"
"271",100,"grid",0.888888888888889,"-40%"
"272",100,"random",0.942028985507246,"-40%"
"273",110,"grid",1.11111111111111,"-40%"
"274",110,"random",0.833333333333333,"-40%"
"275",120,"grid",0.980392156862745,"-40%"
"276",120,"random",0.864197530864197,"-40%"
"277",130,"grid",0.833333333333333,"-40%"
"278",130,"random",1.0952380952381,"-40%"
"279",140,"grid",0.946969696969697,"-40%"
"280",140,"random",0.968992248062015,"-40%"
"281",150,"grid",0.958333333333333,"-40%"
"282",150,"random",0.789473684210526,"-40%"
"283",160,"grid",1.21212121212121,"-40%"
"284",160,"random",1.1,"-40%"
"285",170,"grid",0.947712418300653,"-40%"
"286",170,"random",0.912698412698413,"-40%"
"287",180,"grid",1.03030303030303,"-40%"
"288",180,"random",1.06918238993711,"-40%"
"289",190,"grid",1.13333333333333,"-40%"
"290",190,"random",0.988700564971751,"-40%"
"291",200,"grid",1.12994350282486,"-40%"
"292",200,"random",1.03286384976526,"-40%"
"293",210,"grid",0.988700564971752,"-40%"
"294",210,"random",0.890804597701149,"-40%"
"295",220,"grid",0.995024875621891,"-40%"
"296",220,"random",1.11111111111111,"-40%"
"297",230,"grid",1.02941176470588,"-40%"
"298",230,"random",0.807291666666667,"-40%"
"299",240,"grid",1.06965174129353,"-40%"
"300",240,"random",1.06481481481481,"-40%"
"301",250,"grid",0.982905982905983,"-40%"
"302",250,"random",0.985663082437276,"-40%"
"303",260,"grid",1.02564102564103,"-40%"
"304",260,"random",1.07723577235772,"-40%"
