"","nlocs","scheme","ratio","change"
"1",50,"grid",1.38888888888889,"-90%"
"2",60,"grid",0.6,"-90%"
"3",70,"grid",1.17647058823529,"-90%"
"4",80,"grid",0.806451612903226,"-90%"
"5",90,"grid",1.02941176470588,"-90%"
"6",100,"grid",0.533333333333333,"-90%"
"7",110,"grid",1.70731707317073,"-90%"
"8",120,"grid",1.27659574468085,"-90%"
"9",130,"grid",0.918367346938776,"-90%"
"10",140,"grid",0.810810810810811,"-90%"
"11",150,"grid",1.09243697478992,"-90%"
"12",160,"grid",0.737704918032787,"-90%"
"13",170,"grid",0.909090909090909,"-90%"
"14",180,"grid",0.689655172413793,"-90%"
"15",190,"grid",0.961538461538462,"-90%"
"16",200,"grid",0.573248407643312,"-90%"
"17",210,"grid",0.843373493975904,"-90%"
"18",220,"grid",0.898876404494382,"-90%"
"19",230,"grid",1.03260869565217,"-90%"
"20",240,"grid",0.871794871794872,"-90%"
"21",250,"grid",0.729166666666667,"-90%"
"22",260,"grid",0.829268292682927,"-90%"
"23",270,"grid",1.00478468899522,"-90%"
"24",280,"grid",1.01382488479263,"-90%"
"25",290,"grid",1,"-90%"
"26",300,"grid",1.0126582278481,"-90%"
"27",50,"random",0.512820512820513,"-90%"
"28",60,"random",0.208333333333333,"-90%"
"29",70,"random",0.350877192982456,"-90%"
"30",80,"random",0.862068965517242,"-90%"
"31",90,"random",0.615384615384616,"-90%"
"32",100,"random",0.506329113924051,"-90%"
"33",110,"random",1.23595505617978,"-90%"
"34",120,"random",0.978260869565217,"-90%"
"35",130,"random",0.917431192660551,"-90%"
"36",140,"random",0.666666666666667,"-90%"
"37",150,"random",0.775193798449613,"-90%"
"38",160,"random",0.78125,"-90%"
"39",170,"random",1.17241379310345,"-90%"
"40",180,"random",1.20567375886525,"-90%"
"41",190,"random",0.671140939597315,"-90%"
"42",200,"random",0.573248407643312,"-90%"
"43",210,"random",0.843373493975904,"-90%"
"44",220,"random",0.903954802259887,"-90%"
"45",230,"random",0.855614973262032,"-90%"
"46",240,"random",0.942408376963351,"-90%"
"47",250,"random",1.18556701030928,"-90%"
"48",260,"random",1.08910891089109,"-90%"
"49",270,"random",0.995260663507109,"-90%"
"50",280,"random",1.16591928251121,"-90%"
"51",290,"random",0.960698689956332,"-90%"
"52",300,"random",0.701754385964912,"-90%"
"53",50,"grid",1.08108108108108,"-80%"
"54",60,"grid",1.1,"-80%"
"55",70,"grid",0.882352941176471,"-80%"
"56",80,"grid",0.901639344262295,"-80%"
"57",90,"grid",1.18055555555556,"-80%"
"58",100,"grid",0.773809523809524,"-80%"
"59",110,"grid",0.898876404494382,"-80%"
"60",120,"grid",0.95,"-80%"
"61",130,"grid",0.89622641509434,"-80%"
"62",140,"grid",1.03603603603604,"-80%"
"63",150,"grid",0.796460176991151,"-80%"
"64",160,"grid",0.968992248062016,"-80%"
"65",170,"grid",1.02272727272727,"-80%"
"66",180,"grid",1,"-80%"
"67",190,"grid",0.9375,"-80%"
"68",200,"grid",1.0377358490566,"-80%"
"69",210,"grid",0.84375,"-80%"
"70",220,"grid",1.01744186046512,"-80%"
"71",230,"grid",0.855614973262032,"-80%"
"72",240,"grid",0.968586387434555,"-80%"
"73",250,"grid",0.747422680412371,"-80%"
"74",260,"grid",0.911330049261084,"-80%"
"75",270,"grid",0.933014354066986,"-80%"
"76",280,"grid",0.94170403587444,"-80%"
"77",290,"grid",0.960698689956332,"-80%"
"78",300,"grid",0.995850622406639,"-80%"
"79",50,"random",1.15384615384615,"-80%"
"80",60,"random",1.11111111111111,"-80%"
"81",70,"random",0.689655172413793,"-80%"
"82",80,"random",0.819672131147541,"-80%"
"83",90,"random",0.808823529411765,"-80%"
"84",100,"random",0.802469135802469,"-80%"
"85",110,"random",1.11111111111111,"-80%"
"86",120,"random",1.02040816326531,"-80%"
"87",130,"random",1.05,"-80%"
"88",140,"random",0.826086956521739,"-80%"
"89",150,"random",0.677966101694915,"-80%"
"90",160,"random",1.4,"-80%"
"91",170,"random",0.757575757575758,"-80%"
"92",180,"random",0.839416058394161,"-80%"
"93",190,"random",0.796178343949045,"-80%"
"94",200,"random",1.06451612903226,"-80%"
"95",210,"random",0.695364238410596,"-80%"
"96",220,"random",0.901639344262295,"-80%"
"97",230,"random",0.824175824175824,"-80%"
"98",240,"random",1.17486338797814,"-80%"
"99",250,"random",0.862944162436548,"-80%"
"100",260,"random",0.984848484848485,"-80%"
"101",270,"random",0.981308411214953,"-80%"
"102",280,"random",1.00917431192661,"-80%"
"103",290,"random",0.752212389380531,"-80%"
"104",300,"random",0.833333333333333,"-80%"
"105",50,"grid",0.873015873015873,"-70%"
"106",60,"grid",0.909090909090909,"-70%"
"107",70,"grid",0.710382513661202,"-70%"
"108",80,"grid",1.11111111111111,"-70%"
"109",90,"grid",1.15942028985507,"-70%"
"110",100,"grid",0.765765765765766,"-70%"
"111",110,"grid",0.909090909090909,"-70%"
"112",120,"grid",0.967741935483871,"-70%"
"113",130,"grid",0.99009900990099,"-70%"
"114",140,"grid",1.02102102102102,"-70%"
"115",150,"grid",0.997150997150997,"-70%"
"116",160,"grid",1.12,"-70%"
"117",170,"grid",0.977443609022556,"-70%"
"118",180,"grid",0.979020979020979,"-70%"
"119",190,"grid",0.993377483443708,"-70%"
"120",200,"grid",0.979166666666667,"-70%"
"121",210,"grid",0.888888888888889,"-70%"
"122",220,"grid",0.986193293885602,"-70%"
"123",230,"grid",1.00182149362477,"-70%"
"124",240,"grid",1.04056437389771,"-70%"
"125",250,"grid",0.915032679738562,"-70%"
"126",260,"grid",1.01449275362319,"-70%"
"127",270,"grid",1.07088989441931,"-70%"
"128",280,"grid",1.04545454545455,"-70%"
"129",290,"grid",0.905172413793103,"-70%"
"130",300,"grid",0.981240981240981,"-70%"
"131",50,"random",0.75,"-70%"
"132",60,"random",0.606060606060606,"-70%"
"133",70,"random",1.16959064327485,"-70%"
"134",80,"random",0.846560846560847,"-70%"
"135",90,"random",0.751173708920188,"-70%"
"136",100,"random",1.06837606837607,"-70%"
"137",110,"random",0.941176470588235,"-70%"
"138",120,"random",1.03942652329749,"-70%"
"139",130,"random",1.18518518518519,"-70%"
"140",140,"random",1.03244837758112,"-70%"
"141",150,"random",0.847953216374269,"-70%"
"142",160,"random",1.00271002710027,"-70%"
"143",170,"random",0.845771144278607,"-70%"
"144",180,"random",1.08796296296296,"-70%"
"145",190,"random",0.767543859649123,"-70%"
"146",200,"random",1.00877192982456,"-70%"
"147",210,"random",0.88477366255144,"-70%"
"148",220,"random",1.11814345991561,"-70%"
"149",230,"random",1.13513513513513,"-70%"
"150",240,"random",1.04810996563574,"-70%"
"151",250,"random",1.08974358974359,"-70%"
"152",260,"random",0.901771336553945,"-70%"
"153",270,"random",0.929487179487179,"-70%"
"154",280,"random",0.879629629629629,"-70%"
"155",290,"random",0.732758620689655,"-70%"
